sol_number,avg_air_temp,avg_ground_temp,mean_pressure,day_length,sin_lon,cos_lon,mars_season_spring,mars_season_summer,mars_season_winter,UV_Radiation_low,UV_Radiation_moderate,UV_Radiation_very_high
34,0.5337837837837839,0.7934782608695652,0.20627802690582975,0.4166666666666643,0.6039558454088797,0.010926199633097156,0,0,1,0,0,1
35,0.5337837837837839,0.7717391304347825,0.2107623318385654,0.4166666666666643,0.5954044976882725,0.009186408276168012,0,0,1,0,0,1
36,0.5405405405405406,0.7717391304347825,0.21524663677130063,0.4166666666666643,0.5954044976882725,0.009186408276168012,0,0,1,0,0,1
37,0.5405405405405406,0.7826086956521738,0.21524663677130063,0.4166666666666643,0.5868240888334652,0.00759612349389599,0,0,1,0,0,1
38,0.5472972972972974,0.6413043478260869,0.21524663677130063,0.44444444444444287,0.5782172325201155,0.00615582970243117,0,0,1,0,0,1
39,0.5337837837837839,0.6739130434782608,0.21973094170403584,0.44444444444444287,0.5782172325201155,0.00615582970243117,0,0,1,0,0,1
40,0.5405405405405406,0.6304347826086956,0.22869955156950672,0.44444444444444287,0.5695865504800328,0.0048659656292148745,0,0,1,0,0,1
41,0.5405405405405406,0.6304347826086956,0.22869955156950672,0.44444444444444287,0.5695865504800328,0.0048659656292148745,0,0,1,0,0,1
42,0.5270270270270272,0.6847826086956521,0.23318385650224238,0.44444444444444287,0.5609346717025738,0.0037269241793390084,0,0,1,0,0,1
43,0.5405405405405406,0.6413043478260869,0.24215246636771326,0.44444444444444287,0.5609346717025738,0.0037269241793390084,0,0,1,0,0,1
44,0.5270270270270272,0.6521739130434782,0.24663677130044848,0.47222222222222143,0.5522642316338269,0.002739052315863355,0,0,1,0,0,1
45,0.5067567567567568,0.6739130434782608,0.25112107623318414,0.47222222222222143,0.5435778713738293,0.0019026509541272274,0,0,1,0,0,1
46,0.5472972972972974,0.6413043478260869,0.25112107623318414,0.47222222222222143,0.5435778713738293,0.0019026509541272274,0,0,1,0,0,1
47,0.5540540540540542,0.6630434782608695,0.25112107623318414,0.47222222222222143,0.5348782368720628,0.0012179748700879012,0,0,1,0,0,1
48,0.5337837837837839,0.7608695652173912,0.25560538116591935,0.47222222222222143,0.5348782368720628,0.0012179748700879012,0,0,1,0,0,1
49,0.5405405405405406,0.6630434782608695,0.26457399103139023,0.47222222222222143,0.5261679781214719,0.0006852326227130834,0,0,1,0,0,1
50,0.5810810810810811,0.6847826086956521,0.26457399103139023,0.5,0.5261679781214719,0.0006852326227130834,0,0,1,0,0,1
51,0.5472972972972974,0.6739130434782608,0.2690582959641259,0.5,0.5174497483512503,0.00030458649045211894,0,0,1,0,0,1
52,0.5337837837837839,0.6956521739130433,0.2690582959641259,0.5,0.5087262032186417,7.615242180436521e-05,0,0,1,0,0,1
53,0.5472972972972974,0.7499999999999999,0.27802690582959677,0.5,0.5087262032186417,7.615242180436521e-05,0,0,1,0,0,1
54,0.5675675675675677,0.6956521739130433,0.28699551569506765,0.5,0.5000000000000001,0.0,1,0,0,0,0,1
55,0.5675675675675677,0.7499999999999999,0.28699551569506765,0.5,0.5000000000000001,0.0,1,0,0,0,0,1
56,0.5472972972972974,0.7391304347826086,0.2959641255605385,0.5,0.4912737967813584,7.615242180436521e-05,1,0,0,0,0,1
57,0.5472972972972974,0.7499999999999999,0.30044843049327374,0.527777777777775,0.4912737967813584,7.615242180436521e-05,1,0,0,0,0,1
58,0.5405405405405406,0.7391304347826086,0.30044843049327374,0.527777777777775,0.48255025164874954,0.00030458649045211894,1,0,0,0,0,1
59,0.5405405405405406,0.7391304347826086,0.3094170403587446,0.527777777777775,0.47383202187852824,0.0006852326227130834,1,0,0,0,0,1
60,0.5337837837837839,0.7391304347826086,0.31390134529147984,0.527777777777775,0.47383202187852824,0.0006852326227130834,1,0,0,0,0,1
61,0.5472972972972974,0.7717391304347825,0.31390134529147984,0.527777777777775,0.46512176312793757,0.0012179748700878457,1,0,0,0,0,1
