sol_number,avg_air_temp,avg_ground_temp,mean_pressure,day_length,sin_lon,cos_lon,mars_season_spring,mars_season_summer,mars_season_winter,UV_Radiation_low,UV_Radiation_moderate,UV_Radiation_very_high
93,-32.5,-36.5,819.0,727.0,-0.39073112848927355,-0.9205048534524404,1,0,0,0,0,1
94,-32.5,-35.0,822.0,727.0,-0.4067366430757998,-0.9135454576426011,1,0,0,0,0,1
95,-32.0,-34.0,822.0,727.0,-0.4067366430757998,-0.9135454576426011,1,0,0,0,0,1
96,-32.0,-34.5,826.0,727.0,-0.4226182617406993,-0.90630778703665,1,0,0,0,0,1
97,-32.0,-35.5,828.0,728.0,-0.43837114678907707,-0.8987940462991671,1,0,0,0,0,1
98,-32.0,-34.5,828.0,728.0,-0.43837114678907707,-0.8987940462991671,1,0,0,0,0,1
99,-31.0,-34.5,829.0,727.0,-0.45399049973954625,-0.8910065241883681,1,0,0,0,0,1
100,-32.0,-33.5,829.0,727.0,-0.45399049973954625,-0.8910065241883681,1,0,0,0,0,1
101,-30.5,-33.5,830.0,728.0,-0.46947156278589086,-0.8829475928589269,1,0,0,0,0,1
102,-29.0,-35.0,833.0,728.0,-0.48480962024633695,-0.8746197071393959,1,0,0,0,0,1
103,-30.5,-34.5,836.0,728.0,-0.48480962024633695,-0.8746197071393959,1,0,0,0,0,1
104,-30.0,-36.0,838.0,729.0,-0.5000000000000001,-0.8660254037844386,1,0,0,0,0,1
105,-30.0,-36.0,839.0,729.0,-0.5150380749100542,-0.8571673007021123,1,0,0,0,0,0
106,-30.5,-37.0,841.0,729.0,-0.5150380749100542,-0.8571673007021123,1,0,0,0,0,0
107,-31.5,-35.5,844.0,729.0,-0.5299192642332048,-0.8480480961564261,1,0,0,0,0,0
108,-30.5,-34.5,845.0,729.0,-0.5299192642332048,-0.8480480961564261,1,0,0,0,0,0
109,-31.0,-33.5,844.0,729.0,-0.5446390350150271,-0.838670567945424,1,0,0,0,0,0
110,-30.5,-35.0,848.0,730.0,-0.5591929034707467,-0.8290375725550418,1,0,0,0,0,0
111,-29.5,-35.0,849.0,730.0,-0.5591929034707467,-0.8290375725550418,1,0,0,0,0,1
112,-30.5,-36.5,852.0,729.0,-0.5735764363510458,-0.819152044288992,1,0,0,0,0,1
113,-30.5,-36.0,857.0,730.0,-0.587785252292473,-0.8090169943749476,1,0,0,0,0,1
114,-30.0,-37.5,857.0,730.0,-0.587785252292473,-0.8090169943749476,1,0,0,0,0,1
115,-30.5,-37.0,857.0,730.0,-0.601815023152048,-0.798635510047293,1,0,0,0,0,1
116,-30.0,-36.5,859.0,731.0,-0.601815023152048,-0.798635510047293,1,0,0,0,0,1
117,-29.0,-35.5,861.0,730.0,-0.6156614753256578,-0.7880107536067222,1,0,0,0,0,1
118,-29.5,-35.5,864.0,731.0,-0.6293203910498376,-0.7771459614569708,1,0,0,0,0,1
119,-29.5,-36.0,866.0,731.0,-0.6293203910498376,-0.7771459614569708,1,0,0,0,0,1
120,-31.5,-35.0,867.0,731.0,-0.6427876096865393,-0.766044443118978,1,0,0,0,0,1
121,-29.5,-33.0,869.0,731.0,-0.6560590289905074,-0.7547095802227719,1,0,0,0,0,0
122,-31.5,-34.0,869.0,731.0,-0.6560590289905074,-0.7547095802227719,1,0,0,0,0,1
123,-30.0,-38.0,875.0,732.0,-0.6691306063588582,-0.7431448254773942,1,0,0,0,0,0
124,-28.5,-35.5,876.0,731.0,-0.6819983600624984,-0.7313537016191706,1,0,0,0,0,1
125,-29.5,-36.5,880.0,732.0,-0.6819983600624984,-0.7313537016191706,1,0,0,0,0,1
126,-32.0,-35.0,880.0,732.0,-0.6946583704589974,-0.7193398003386511,1,0,0,0,0,1
127,-32.0,-34.0,884.0,732.0,-0.6946583704589974,-0.7193398003386511,1,0,0,0,0,1
128,-31.5,-35.0,883.0,732.0,-0.7071067811865475,-0.7071067811865477,1,0,0,0,0,0
129,-31.5,-33.5,886.0,732.0,-0.7193398003386509,-0.6946583704589976,1,0,0,0,0,0
130,-32.5,-37.0,888.0,732.0,-0.7193398003386509,-0.6946583704589976,1,0,0,0,0,0
131,-32.0,-36.5,889.0,732.0,-0.7313537016191701,-0.6819983600624989,1,0,0,0,0,1
132,-32.0,-35.5,890.0,733.0,-0.743144825477394,-0.6691306063588585,1,0,0,0,0,1
133,-31.5,-32.0,891.0,732.0,-0.743144825477394,-0.6691306063588585,1,0,0,0,0,1
134,-33.5,-34.0,893.0,733.0,-0.7547095802227717,-0.6560590289905076,1,0,0,0,0,1
135,-32.0,-35.0,894.0,734.0,-0.7660444431189779,-0.6427876096865395,1,0,0,0,0,1
136,-33.5,-33.0,897.0,733.0,-0.7660444431189779,-0.6427876096865395,1,0,0,0,0,1
137,-31.5,-32.5,896.0,734.0,-0.7771459614569711,-0.6293203910498372,1,0,0,0,0,1
138,-31.5,-33.0,899.0,733.0,-0.7880107536067221,-0.6156614753256581,1,0,0,0,0,1
139,-31.0,-33.0,899.0,734.0,-0.7880107536067221,-0.6156614753256581,1,0,0,0,0,1
140,-31.5,-34.0,903.0,734.0,-0.7986355100472928,-0.6018150231520483,1,0,0,0,0,1
141,-32.0,-33.0,904.0,734.0,-0.7986355100472928,-0.6018150231520483,1,0,0,0,0,1
142,-32.5,-32.5,906.0,734.0,-0.8090169943749473,-0.5877852522924732,1,0,0,0,0,1
143,-32.0,-32.5,908.0,734.0,-0.8191520442889916,-0.5735764363510464,1,0,0,0,0,1
144,-32.0,-31.0,907.0,735.0,-0.8191520442889916,-0.5735764363510464,1,0,0,0,0,1
145,-31.5,-32.5,909.0,734.0,-0.8290375725550414,-0.5591929034707472,1,0,0,0,0,1
146,-32.0,-33.0,908.0,735.0,-0.838670567945424,-0.544639035015027,1,0,0,0,0,1
147,-33.0,-32.5,914.0,734.0,-0.838670567945424,-0.544639035015027,1,0,0,0,0,1
148,-32.5,-34.0,912.0,735.0,-0.848048096156426,-0.529919264233205,1,0,0,0,0,1
149,-33.5,-32.5,914.0,735.0,-0.8571673007021121,-0.5150380749100545,1,0,0,0,0,1
150,-33.5,-33.5,913.0,735.0,-0.8571673007021121,-0.5150380749100545,1,0,0,0,0,1
151,-32.0,-34.0,915.0,735.0,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,1
152,-31.5,-31.0,914.0,736.0,-0.874619707139396,-0.48480962024633684,1,0,0,0,0,1
153,-33.0,-32.0,915.0,735.0,-0.874619707139396,-0.48480962024633684,1,0,0,0,0,1
154,-34.0,-33.5,917.0,736.0,-0.882947592858927,-0.46947156278589075,1,0,0,0,0,1
155,-33.0,-32.0,917.0,735.0,-0.8910065241883678,-0.4539904997395469,1,0,0,0,0,1
156,-34.0,-32.5,922.0,736.0,-0.8910065241883678,-0.4539904997395469,1,0,0,0,0,1
157,-33.0,-33.0,920.0,736.0,-0.8987940462991668,-0.43837114678907774,1,0,0,0,0,1
158,-33.0,-34.5,922.0,735.0,-0.9063077870366497,-0.42261826174069994,1,0,0,0,0,1
159,-33.5,-34.5,918.0,736.0,-0.9063077870366497,-0.42261826174069994,1,0,0,0,0,1
160,-33.0,-35.0,919.0,736.0,-0.913545457642601,-0.4067366430758001,1,0,0,0,0,1
161,-33.0,-33.5,919.0,736.0,-0.913545457642601,-0.4067366430758001,1,0,0,0,0,1
162,-32.5,-33.0,919.0,736.0,-0.9205048534524403,-0.3907311284892738,1,0,0,0,0,1
163,-32.5,-33.0,919.0,737.0,-0.9271838545667873,-0.3746065934159123,1,0,0,0,0,1
164,-30.5,-32.5,919.0,737.0,-0.9271838545667873,-0.3746065934159123,1,0,0,0,0,0
165,-32.5,-34.0,922.0,736.0,-0.9335804264972016,-0.3583679495453007,1,0,0,0,0,0
166,-31.5,-35.0,922.0,737.0,-0.9396926207859082,-0.3420201433256694,1,0,0,0,0,0
167,-31.5,-34.0,920.0,737.0,-0.9396926207859082,-0.3420201433256694,1,0,0,0,0,0
168,-31.0,-32.5,923.0,736.0,-0.9455185755993168,-0.32556815445715664,1,0,0,0,0,0
169,-32.0,-33.0,922.0,737.0,-0.9510565162951535,-0.30901699437494756,1,0,0,0,0,0
170,-32.0,-33.0,925.0,737.0,-0.9510565162951535,-0.30901699437494756,1,0,0,0,0,0
171,-32.5,-33.0,925.0,737.0,-0.9563047559630353,-0.2923717047227371,1,0,0,0,0,0
172,-32.5,-33.5,923.0,737.0,-0.961261695938319,-0.2756373558169989,1,0,0,0,0,0
173,-32.5,-33.5,920.0,737.0,-0.961261695938319,-0.2756373558169989,1,0,0,0,0,0
174,-32.0,-33.5,921.0,738.0,-0.9659258262890683,-0.25881904510252063,1,0,0,0,0,0
175,-32.0,-36.0,921.0,737.0,-0.9702957262759965,-0.24192189559966779,1,0,0,0,0,0
176,-31.5,-33.5,920.0,737.0,-0.9702957262759965,-0.24192189559966779,1,0,0,0,0,0
177,-32.0,-33.5,921.0,738.0,-0.9743700647852351,-0.22495105434386525,1,0,0,0,0,0
178,-32.5,-34.0,920.0,738.0,-0.9781476007338056,-0.2079116908177598,1,0,0,0,0,0
179,-33.5,-36.5,920.0,737.0,-0.9781476007338056,-0.2079116908177598,1,0,0,0,0,0
180,-32.0,-34.0,919.0,738.0,-0.9816271834476639,-0.19080899537654547,1,0,0,0,0,0
181,-32.0,-33.0,918.0,738.0,-0.984807753012208,-0.17364817766693033,1,0,0,0,0,0
182,-31.5,-33.5,921.0,737.0,-0.984807753012208,-0.17364817766693033,1,0,0,0,0,0
183,-33.0,-34.0,921.0,737.0,-0.9876883405951377,-0.15643446504023104,1,0,0,0,0,0
184,-32.5,-33.5,923.0,738.0,-0.9876883405951377,-0.15643446504023104,1,0,0,0,0,0
185,-32.5,-36.0,923.0,738.0,-0.9902680687415704,-0.13917310096006494,1,0,0,0,0,0
186,-33.0,-34.0,922.0,737.0,-0.9925461516413221,-0.12186934340514717,1,0,0,0,0,0
187,-33.0,-34.0,921.0,738.0,-0.9925461516413221,-0.12186934340514717,1,0,0,0,0,0
188,-32.5,-35.5,920.0,738.0,-0.9945218953682734,-0.10452846326765336,1,0,0,0,0,1
189,-32.5,-35.0,920.0,737.0,-0.9961946980917455,-0.08715574274765825,1,0,0,0,0,0
190,-32.5,-34.5,917.0,738.0,-0.9961946980917455,-0.08715574274765825,1,0,0,0,0,0
191,-32.0,-35.0,921.0,738.0,-0.9975640502598242,-0.06975647374412558,1,0,0,0,0,1
192,-31.8,-34.8,919.3,738.0,-0.9986295347545738,-0.052335956242944306,1,0,0,0,0,0
195,-31.7,-34.7,917.7,738.0,-0.9998476951563913,-0.017452406437283498,1,0,0,0,0,0
196,-31.5,-34.5,916.0,737.0,-0.9998476951563913,-0.017452406437283498,1,0,0,0,0,0
197,-33.5,-35.5,915.0,738.0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0
198,-32.0,-34.5,914.0,738.0,-0.9998476951563913,0.01745240643728313,0,1,0,0,0,0
199,-33.5,-33.0,917.0,738.0,-0.9998476951563913,0.01745240643728313,0,1,0,0,0,0
200,-33.4,-34.2,911.5,738.0,-0.9993908270190958,0.03489949670250128,0,1,0,0,0,1
215,-33.2,-35.5,906.0,737.0,-0.9816271834476641,0.19080899537654425,0,1,0,0,0,1
222,-33.1,-36.8,900.5,737.0,-0.9612616959383188,0.2756373558169994,0,1,0,0,0,1
223,-33.0,-38.0,895.0,737.0,-0.9563047559630354,0.2923717047227367,0,1,0,0,0,1
224,-32.5,-35.0,894.0,737.0,-0.9563047559630354,0.2923717047227367,0,1,0,0,0,1
225,-32.5,-39.5,894.0,737.0,-0.9510565162951536,0.30901699437494723,0,1,0,0,0,1
226,-32.5,-34.5,894.0,736.0,-0.9510565162951536,0.30901699437494723,0,1,0,0,0,1
227,-32.5,-33.0,892.0,737.0,-0.945518575599317,0.3255681544571563,0,1,0,0,0,1
228,-32.0,-37.0,894.0,736.0,-0.9396926207859085,0.34202014332566816,0,1,0,0,0,1
229,-31.5,-36.5,894.0,737.0,-0.9396926207859085,0.34202014332566816,0,1,0,0,0,1
230,-32.5,-34.5,888.0,736.0,-0.9335804264972021,0.35836794954529955,0,1,0,0,0,1
231,-33.0,-38.5,890.0,737.0,-0.9271838545667874,0.37460659341591196,0,1,0,0,0,1
232,-33.0,-37.0,888.0,736.0,-0.9271838545667874,0.37460659341591196,0,1,0,0,0,1
233,-33.5,-36.0,889.0,736.0,-0.9205048534524405,0.3907311284892735,0,1,0,0,0,1
234,-34.0,-36.5,890.0,736.0,-0.9205048534524405,0.3907311284892735,0,1,0,0,0,1
235,-33.0,-35.0,886.0,735.0,-0.9135454576426008,0.40673664307580054,0,1,0,0,0,1
236,-33.0,-37.5,886.0,736.0,-0.9063077870366499,0.4226182617406996,0,1,0,0,0,1
237,-33.5,-38.0,883.0,735.0,-0.9063077870366499,0.4226182617406996,0,1,0,0,0,1
238,-32.5,-36.0,885.0,736.0,-0.898794046299167,0.4383711467890774,0,1,0,0,0,1
239,-34.0,-37.0,885.0,735.0,-0.891006524188368,0.45399049973954664,0,1,0,0,0,1
240,-33.5,-38.0,884.0,736.0,-0.891006524188368,0.45399049973954664,0,1,0,0,0,1
241,-34.0,-36.0,884.0,735.0,-0.8829475928589271,0.4694715627858904,0,1,0,0,0,1
242,-33.0,-38.5,881.0,735.0,-0.8829475928589271,0.4694715627858904,0,1,0,0,0,1
243,-33.5,-39.0,884.0,735.0,-0.8746197071393961,0.4848096202463365,0,1,0,0,0,1
244,-32.5,-37.5,878.0,735.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,1
245,-33.0,-38.0,879.0,734.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,1
246,-33.5,-37.0,878.0,735.0,-0.8571673007021123,0.5150380749100542,0,1,0,0,0,1
247,-33.5,-37.5,873.0,734.0,-0.8571673007021123,0.5150380749100542,0,1,0,0,0,1
248,-34.0,-37.0,877.0,734.0,-0.8480480961564262,0.5299192642332047,0,1,0,0,0,0
249,-33.5,-36.0,873.0,735.0,-0.8386705679454243,0.5446390350150266,0,1,0,0,0,0
250,-33.5,-36.0,877.0,734.0,-0.8386705679454243,0.5446390350150266,0,1,0,0,0,1
251,-33.0,-36.5,876.0,734.0,-0.8290375725550421,0.5591929034707462,0,1,0,0,0,1
252,-33.5,-39.5,874.0,734.0,-0.8290375725550421,0.5591929034707462,0,1,0,0,0,1
253,-34.0,-38.5,877.0,734.0,-0.8191520442889918,0.573576436351046,0,1,0,0,0,1
254,-34.5,-36.5,871.0,734.0,-0.8090169943749476,0.5877852522924729,0,1,0,0,0,1
255,-33.0,-37.0,877.0,733.0,-0.8090169943749476,0.5877852522924729,0,1,0,0,0,1
256,-34.0,-36.0,871.0,734.0,-0.798635510047293,0.6018150231520479,0,1,0,0,0,1
257,-34.0,-35.5,871.0,733.0,-0.7880107536067218,0.6156614753256585,0,1,0,0,0,1
258,-33.5,-40.0,869.0,733.0,-0.7880107536067218,0.6156614753256585,0,1,0,0,0,1
259,-33.5,-37.5,871.0,733.0,-0.7771459614569708,0.6293203910498375,0,1,0,0,0,0
260,-35.0,-40.5,875.0,733.0,-0.7771459614569708,0.6293203910498375,0,1,0,0,0,0
261,-34.5,-37.0,868.0,733.0,-0.7660444431189781,0.6427876096865393,0,1,0,0,0,0
262,-34.5,-37.2,866.7,733.0,-0.7547095802227722,0.656059028990507,0,1,0,0,0,0
267,-34.5,-37.3,865.3,732.0,-0.731353701619171,0.681998360062498,0,1,0,0,0,0
268,-34.5,-37.5,864.0,732.0,-0.7193398003386517,0.6946583704589966,0,1,0,0,0,0
269,-34.5,-37.5,866.0,732.0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0
270,-34.5,-36.5,863.0,731.0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0
271,-34.0,-37.5,864.0,731.0,-0.6946583704589976,0.7193398003386509,0,1,0,0,0,0
272,-36.5,-38.0,864.0,731.0,-0.6946583704589976,0.7193398003386509,0,1,0,0,0,0
273,-34.0,-37.0,861.0,732.0,-0.6819983600624983,0.7313537016191707,0,1,0,0,0,0
274,-34.5,-36.0,861.0,731.0,-0.6691306063588581,0.7431448254773942,0,1,0,0,0,0
275,-34.5,-36.5,860.0,731.0,-0.6691306063588581,0.7431448254773942,0,1,0,0,0,0
276,-35.5,-36.5,858.0,731.0,-0.6560590289905074,0.7547095802227719,0,1,0,0,1,0
277,-35.0,-36.5,857.0,731.0,-0.6560590289905074,0.7547095802227719,0,1,0,0,0,0
278,-34.0,-35.0,855.0,731.0,-0.6427876096865396,0.7660444431189778,0,1,0,0,0,0
279,-34.5,-36.5,856.0,730.0,-0.6293203910498378,0.7771459614569706,0,1,0,0,0,0
280,-35.0,-36.5,856.0,730.0,-0.6293203910498378,0.7771459614569706,0,1,0,0,0,0
281,-35.0,-35.0,855.0,730.0,-0.6156614753256588,0.7880107536067216,0,1,0,0,0,0
282,-35.5,-37.0,856.0,730.0,-0.6156614753256588,0.7880107536067216,0,1,0,0,0,0
283,-34.5,-36.0,854.0,730.0,-0.6018150231520483,0.7986355100472928,0,1,0,0,0,0
284,-35.5,-37.0,854.0,730.0,-0.6018150231520483,0.7986355100472928,0,1,0,0,0,0
285,-35.5,-37.5,852.0,730.0,-0.5877852522924734,0.8090169943749473,0,1,0,0,0,0
286,-35.5,-36.5,854.0,729.0,-0.5735764363510465,0.8191520442889916,0,1,0,0,0,0
287,-35.0,-37.5,856.0,729.0,-0.5735764363510465,0.8191520442889916,0,1,0,0,0,0
288,-35.0,-36.5,854.0,729.0,-0.5591929034707473,0.8290375725550414,0,1,0,0,0,0
289,-35.0,-37.0,854.0,729.0,-0.5591929034707473,0.8290375725550414,0,1,0,0,0,0
290,-35.5,-37.0,853.0,729.0,-0.544639035015027,0.838670567945424,0,1,0,0,0,0
291,-35.0,-37.0,853.0,729.0,-0.544639035015027,0.838670567945424,0,1,0,0,0,0
292,-36.0,-36.0,853.0,729.0,-0.5299192642332058,0.8480480961564254,0,1,0,0,0,0
293,-36.0,-38.0,850.0,729.0,-0.5150380749100545,0.8571673007021121,0,1,0,0,0,0
294,-36.0,-38.0,852.0,728.0,-0.5150380749100545,0.8571673007021121,0,1,0,0,0,0
295,-36.0,-43.0,853.0,728.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0
296,-36.0,-40.0,850.0,728.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0
297,-35.5,-39.5,849.0,727.0,-0.4848096202463369,0.8746197071393959,0,1,0,0,0,0
298,-36.5,-37.5,850.0,727.0,-0.4848096202463369,0.8746197071393959,0,1,0,0,0,0
299,-38.0,-39.5,849.0,727.0,-0.4694715627858908,0.8829475928589269,0,1,0,0,0,0
